League,Season,Team,Location,M,W,D,L,G,GA,PTS,xG,xGA,xPTS
RFPL,2023,CSKA Moscow,away,15,4,7,4,27,24,19,19.78,21.5,18.82
RFPL,2023,Rubin Kazan,home,15,5,6,4,16,19,21,14.82,15.78,19.36
RFPL,2023,Rubin Kazan,away,15,6,3,6,15,19,21,18.74,18.71,20.08
RFPL,2023,FC Rostov,home,15,9,4,2,28,19,31,22.35,12.45,28.03
RFPL,2023,FC Rostov,away,15,3,3,9,15,27,12,18.34,21.76,17.96
RFPL,2023,FK Akhmat,home,15,5,3,7,21,26,18,18.94,22.41,19.45
RFPL,2023,FK Akhmat,away,15,5,2,8,12,19,17,15.21,23.1,15.1
RFPL,2023,Zenit St. Petersburg,home,15,9,2,4,23,12,29,24.22,10.49,29.8
RFPL,2023,Zenit St. Petersburg,away,15,8,4,3,29,15,28,22.15,12.75,26.83
RFPL,2023,Dinamo Moscow,home,15,10,2,3,25,16,32,29.27,17.87,27.96
RFPL,2023,Dinamo Moscow,away,15,6,6,3,28,23,24,18.29,23.48,16.81
RFPL,2023,Lokomotiv Moscow,home,15,7,7,1,24,16,28,19.69,18.93,21.48
RFPL,2023,Lokomotiv Moscow,away,15,7,4,4,28,22,25,20.86,23.07,18.06
RFPL,2023,Krylya Sovetov Samara,home,15,7,6,2,30,17,27,22.03,16.9,23.36
RFPL,2023,Krylya Sovetov Samara,away,15,4,2,9,16,27,14,17.77,20.96,17.54
RFPL,2023,FC Krasnodar,home,15,11,2,2,24,11,35,22.6,12.66,27.76
RFPL,2023,FC Krasnodar,away,15,5,6,4,21,18,21,22.5,20.06,22.67
RFPL,2023,Ural,home,15,5,4,6,20,24,19,22.85,17.44,24.06
RFPL,2023,Ural,away,15,2,5,8,10,22,11,14.57,21.94,17.03
RFPL,2023,FC Orenburg,home,15,6,4,5,20,16,22,21.57,21.78,21.18
RFPL,2023,FC Orenburg,away,15,1,6,8,14,25,9,14.28,24.51,14.26
RFPL,2023,PFC Sochi,home,15,4,5,6,24,21,17,23.96,17.65,24.76
RFPL,2023,PFC Sochi,away,15,1,4,10,13,27,7,14.21,22.61,15.86
RFPL,2023,Nizhny Novgorod,home,15,7,3,5,21,22,24,15.76,19.05,17.89
RFPL,2023,Nizhny Novgorod,away,15,1,3,11,8,29,6,10.21,24.03,10.37
RFPL,2023,Fakel,home,15,4,7,4,12,10,19,15.48,15.14,20.99
RFPL,2023,Fakel,away,15,3,4,8,10,21,13,12.63,19.69,15.17
RFPL,2023,Baltika,home,15,6,3,6,18,19,21,21.54,20.1,21.14
RFPL,2023,Baltika,away,15,1,2,12,15,23,5,14.89,23.07,14.31
